spectrum,kappa,bits,mode,grad_bits,seed,lr,steps,delta,rel_gap,best_rel_gap,passed_gate,w_err_inf,err_in_grid_steps,frozen_frac_tail,freeze_law_violations,shadow_sat_frac_max,threads,seconds
logspace,100.0,4,ef,,2,0.019801980198019802,3000,1.1428571428571428,0.8341924205032301,0.42800712494161475,False,1.5784300565719604,1.3811262995004654,0.44957500000000006,,0.0,4,5.71
powerlaw,100.0,16,rtn,,0,0.019801980198019802,3000,0.00024414807580797754,8.704149675528683e-08,8.704149675528683e-08,True,0.0026890039443969727,11.01382403075695,0.596,0,0.0,4,4.62
powerlaw,100.0,16,rtn,,1,0.019801980198019802,3000,0.00024414807580797754,8.704149675528683e-08,8.704149675528683e-08,True,0.0026890039443969727,11.01382403075695,0.596,0,0.0,4,4.64
powerlaw,100.0,16,rtn,,2,0.019801980198019802,3000,0.00024414807580797754,8.704149675528683e-08,8.704149675528683e-08,True,0.0026890039443969727,11.01382403075695,0.596,0,0.0,4,4.54
powerlaw,100.0,16,sr,,0,0.019801980198019802,3000,0.00024414807580797754,2.521163204006393e-08,2.206655630053402e-08,True,0.001014113426208496,4.153681829571724,0.667295,,0.0,4,5.2
powerlaw,100.0,16,sr,,1,0.019801980198019802,3000,0.00024414807580797754,3.043975318147067e-08,2.1128525156880892e-08,True,0.001011366955935955,4.14243263064418,0.660385,,0.0,4,5.46
powerlaw,100.0,16,sr,,2,0.019801980198019802,3000,0.00024414807580797754,2.6586044224726498e-08,2.0398192973082223e-08,True,0.0013744831085205078,5.629711002111435,0.654475,,0.0,4,4.95
powerlaw,100.0,16,ef,,0,0.019801980198019802,3000,0.00024414807580797754,6.413051277733003e-08,2.5948618618140104e-08,True,0.0003688335418701172,1.5106960833072662,0.425065,,0.0,4,5.58
powerlaw,100.0,16,ef,,1,0.019801980198019802,3000,0.00024414807580797754,6.413051277733003e-08,2.5948618618140104e-08,True,0.0003688335418701172,1.5106960833072662,0.425065,,0.0,4,5.99
powerlaw,100.0,16,ef,,2,0.019801980198019802,3000,0.00024414807580797754,6.413051277733003e-08,2.5948618618140104e-08,True,0.0003688335418701172,1.5106960833072662,0.425065,,0.0,4,5.95
powerlaw,100.0,10,rtn,,0,0.019801980198019802,3000,0.015655577299412915,0.000547510171470765,0.000547510171470765,True,0.33438217639923096,21.358661517500877,1.0,0,0.0,4,5.04
powerlaw,100.0,10,rtn,,1,0.019801980198019802,3000,0.015655577299412915,0.000547510171470765,0.000547510171470765,True,0.33438217639923096,21.358661517500877,1.0,0,0.0,4,5.46
powerlaw,100.0,10,rtn,,2,0.019801980198019802,3000,0.015655577299412915,0.000547510171470765,0.000547510171470765,True,0.33438217639923096,21.358661517500877,1.0,0,0.0,4,4.76
powerlaw,100.0,10,sr,,0,0.019801980198019802,3000,0.015655577299412915,0.00011479575700161073,7.847902431260504e-05,True,0.06288129091262817,4.016542457044125,0.673095,,0.0,4,5.01
powerlaw,100.0,10,sr,,1,0.019801980198019802,3000,0.015655577299412915,0.00011615188983898632,8.919434026158548e-05,True,0.06820711493492126,4.356729466468096,0.65809,,0.0,4,4.92
powerlaw,100.0,10,sr,,2,0.019801980198019802,3000,0.015655577299412915,8.889115982962786e-05,8.558314038439016e-05,True,0.06406915187835693,4.092417076230049,0.66929,,0.0,4,4.93
powerlaw,100.0,10,ef,,0,0.019801980198019802,3000,0.015655577299412915,0.00024404890241241527,0.00011776792155407899,True,0.02395617961883545,1.5302009731531143,0.439135,,0.0,4,5.74
powerlaw,100.0,10,ef,,1,0.019801980198019802,3000,0.015655577299412915,0.00024404890241241527,0.00011776792155407899,True,0.02395617961883545,1.5302009731531143,0.439135,,0.0,4,5.94
powerlaw,100.0,10,ef,,2,0.019801980198019802,3000,0.015655577299412915,0.00024404890241241527,0.00011776792155407899,True,0.02395617961883545,1.5302009731531143,0.439135,,0.0,4,5.46
powerlaw,100.0,8,rtn,,0,0.019801980198019802,3000,0.06299212598425197,0.004223599479904702,0.004223599479904702,False,0.7515355348587036,11.93062661588192,1.0,0,0.0,4,4.61
powerlaw,100.0,8,rtn,,1,0.019801980198019802,3000,0.06299212598425197,0.004223599479904702,0.004223599479904702,False,0.7515355348587036,11.93062661588192,1.0,0,0.0,4,4.49
powerlaw,100.0,8,rtn,,2,0.019801980198019802,3000,0.06299212598425197,0.004223599479904702,0.004223599479904702,False,0.7515355348587036,11.93062661588192,1.0,0,0.0,4,4.57
